City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
295,8,2,1,3,11.214,2,0.7,-8.5974
295,8,2,1,2,37.376,8,0.2,7.4752
361,11,0,2,13,286.4,1,0.2,25.06
329,30,1,1,2,43.92,3,0.0,12.7368
329,30,1,0,16,142.182,1,0.4,-37.9152
200,35,3,1,12,19.608,3,0.2,6.6177
200,35,3,1,3,4.158,7,0.7,-3.465
329,30,1,2,13,979.95,5,0.0,264.5865
329,30,1,0,9,135.3,5,0.0,37.884
80,11,0,1,12,8.904,3,0.2,3.339
80,11,0,2,0,100.8,2,0.2,21.42
329,30,1,0,9,41.96,2,0.0,10.9096
329,30,1,1,10,9.45,3,0.0,4.536
365,45,3,1,1,400.8,5,0.0,112.224
365,45,3,1,3,28.792,1,0.2,10.0772
59,3,3,0,9,111.0,2,0.0,14.43
59,3,3,2,11,1279.968,4,0.2,415.9896
59,3,3,1,14,1856.19,7,0.0,334.1142
80,11,0,0,9,22.752,6,0.6,-8.532
241,36,1,2,13,61.542,1,0.4,-13.3341
241,36,1,1,3,81.438,7,0.7,-65.1504
473,8,2,0,9,67.36,2,0.2,10.104
473,8,2,0,9,54.528,3,0.2,14.3136
329,30,1,2,0,843.9,2,0.0,371.316
329,30,1,0,4,449.568,2,0.2,56.196
266,3,3,1,14,15.51,1,0.0,3.8775
329,30,1,0,5,192.186,3,0.1,36.3018
329,30,1,1,2,5.76,2,0.0,1.6128
21,9,2,0,5,67.88,2,0.0,18.3276
21,9,2,1,10,162.89,13,0.0,76.5583
21,9,2,0,9,25.71,3,0.0,9.2556
329,30,1,1,14,191.88,6,0.0,19.188
216,8,2,0,16,721.875,6,0.45,-420.0
216,8,2,2,13,73.568,4,0.2,-16.5528
216,8,2,1,2,13.584,1,0.2,1.3584
216,8,2,0,5,64.784,1,0.2,-12.147
207,41,0,1,1,176.772,3,0.8,-459.6072
299,47,0,1,3,38.82,6,0.0,19.41
299,47,0,1,3,21.9,5,0.0,10.512
307,3,3,2,0,111.79,7,0.0,43.5981
240,33,1,2,13,445.44,8,0.4,-81.664
374,36,1,1,10,16.52,5,0.2,5.369
438,3,3,1,12,29.9,5,0.0,13.455
123,20,0,1,3,116.4,8,0.0,52.38
375,1,3,1,2,1.408,1,0.2,0.1584
375,1,3,0,9,169.568,2,0.2,0.0
374,36,1,2,13,251.964,6,0.4,-50.3928
374,36,1,0,16,523.764,3,0.4,-192.0468
266,3,3,1,12,19.44,3,0.0,9.3312
266,3,3,0,5,194.352,3,0.2,-36.441
266,3,3,1,3,36.624,3,0.2,13.734
374,36,1,2,13,340.182,3,0.4,-73.7061
374,36,1,1,8,12.672,8,0.2,2.6928
374,36,1,1,3,6.888,2,0.7,-5.0512
374,36,1,1,14,32.544,2,0.2,-7.7292
374,36,1,0,5,347.802,7,0.3,-24.843
295,8,2,1,3,15.57,3,0.7,-11.937
394,31,2,1,10,4.608,2,0.2,1.6704
162,14,0,2,13,257.98,2,0.0,74.8142
262,3,3,1,14,153.78,11,0.0,44.5962
262,3,3,1,14,61.02,3,0.0,0.6102
262,3,3,1,15,110.11,7,0.0,31.9319
262,3,3,1,8,7.89,1,0.0,3.5505
437,3,3,1,3,36.024,3,0.2,11.7078
41,11,0,1,2,54.336,4,0.2,5.4336
452,45,3,1,14,92.52,6,0.0,24.9804
150,31,2,1,2,10.272,3,0.2,1.1556
348,25,0,1,14,40.74,3,0.0,0.4074
348,25,0,1,10,14.4,5,0.0,7.056
348,25,0,2,13,149.95,5,0.0,41.986
348,25,0,1,15,16.9,2,0.0,5.07
348,25,0,1,12,17.61,3,0.0,8.4528
348,25,0,1,1,378.0,2,0.0,136.08
348,25,0,1,12,17.64,3,0.0,8.6436
348,25,0,1,14,373.08,6,0.0,100.7316
348,25,0,0,9,1336.44,14,0.0,387.5676
348,25,0,2,13,29.97,3,0.0,0.2997
76,40,2,0,5,390.368,2,0.2,48.796
76,40,2,0,9,101.52,5,0.2,19.035
147,33,1,1,12,74.352,3,0.2,23.235
266,3,3,1,12,15.7,5,0.0,7.065
266,3,3,1,2,59.52,3,0.0,15.4752
266,3,3,1,12,34.4,5,0.0,15.824
329,30,1,0,16,313.176,2,0.4,-120.0508
329,30,1,0,5,866.646,3,0.1,173.3292
147,33,1,1,1,795.408,6,0.2,59.6556
80,11,0,1,12,35.856,9,0.2,12.9978
80,11,0,2,0,23.84,4,0.2,3.278
452,45,3,0,9,43.13,1,0.0,14.6642
452,45,3,1,12,30.87,7,0.0,14.2002
329,30,1,1,15,70.12,4,0.0,21.036
62,3,3,0,4,509.9575,5,0.15,41.9965
62,3,3,0,9,122.91,3,0.0,34.4148
62,3,3,0,5,97.568,2,0.2,-6.098
62,3,3,0,5,722.352,3,0.2,81.2646
80,11,0,1,10,11.52,5,0.2,4.176
266,3,3,0,9,167.84,8,0.0,11.7488
485,33,1,0,16,172.11,1,0.4,-94.6605
329,30,1,2,0,99.98,2,0.0,7.9984
483,35,3,2,13,156.792,1,0.2,17.6391
483,35,3,2,0,35.36,2,0.2,-3.094
483,35,3,0,9,13.592,1,0.2,-0.3398
374,36,1,0,5,386.68,2,0.3,-5.524
374,36,1,2,0,379.96,5,0.2,47.495
374,36,1,2,13,539.91,3,0.4,-116.9805
374,36,1,1,12,41.24,5,0.2,13.9185
374,36,1,1,3,51.897,1,0.7,-41.5176
374,36,1,1,14,552.56,5,0.2,-138.14
374,36,1,1,3,23.16,5,0.7,-15.44
374,36,1,1,14,126.08,2,0.2,-28.368
374,36,1,2,11,449.1,3,0.7,-643.71
374,36,1,1,1,195.104,4,0.2,21.9492
374,36,1,0,9,36.672,3,0.2,6.4176
207,41,0,0,5,85.246,2,0.3,-6.089
207,41,0,0,9,32.712,2,0.6,-26.1696
215,22,2,1,3,11.43,3,0.0,5.3721
215,22,2,1,3,30.44,2,0.0,14.9156
215,22,2,1,12,12.96,2,0.0,6.3504
215,22,2,1,12,16.0,4,0.0,7.68
215,22,2,1,1,32.67,3,0.0,8.4942
375,1,3,1,8,4.464,3,0.2,-0.9486
375,1,3,1,3,9.345,5,0.7,-6.5415
358,3,3,1,3,9.144,3,0.2,3.0861
358,3,3,1,3,23.136,6,0.2,8.3868
358,3,3,1,2,99.2,5,0.0,25.792
452,45,3,1,3,21.36,5,0.2,7.209
106,45,3,0,9,46.9,5,0.0,13.132
266,3,3,1,3,18.72,5,0.2,6.552
266,3,3,0,16,236.528,2,0.2,-2.9566
437,3,3,1,10,18.9,3,0.0,8.694
54,41,0,1,12,10.688,2,0.2,3.7408
54,41,0,1,14,237.096,3,0.2,20.7459
80,11,0,1,12,5.184,1,0.2,1.8144
80,11,0,1,12,65.584,2,0.2,23.7742
80,11,0,0,9,22.2,1,0.6,-26.085
80,11,0,1,12,419.4,5,0.2,146.79
228,40,2,0,9,88.92,5,0.2,14.4495
207,41,0,1,2,9.912,3,0.2,3.2214
207,41,0,0,5,318.43,5,0.3,-77.333
207,41,0,1,3,5.8,5,0.8,-10.15
207,41,0,2,13,1415.76,6,0.2,88.485
44,11,0,2,13,148.48,2,0.2,16.704
80,11,0,1,10,9.248,4,0.2,3.1212
80,11,0,1,14,1036.624,2,0.2,51.8312
511,44,2,2,13,569.64,2,0.0,148.1064
511,44,2,1,3,9.14,1,0.0,4.57
511,44,2,0,9,1196.86,7,0.0,119.686
511,44,2,0,4,523.26,9,0.0,125.5824
266,3,3,2,6,639.968,4,0.2,215.9892
266,3,3,1,12,52.76,2,0.0,24.2696
452,45,3,2,0,538.92,9,0.0,80.838
501,3,3,1,2,14.88,2,0.0,3.72
501,3,3,1,12,34.24,8,0.0,15.408
501,3,3,1,14,261.74,2,0.0,65.435
266,3,3,1,1,87.84,8,0.0,23.7168
266,3,3,0,9,34.92,4,0.0,11.8728
329,30,1,1,12,14.94,3,0.0,7.0218
329,30,1,0,9,14.56,2,0.0,6.2608
374,36,1,1,3,3.576,4,0.7,-2.8608
374,36,1,1,14,147.184,2,0.2,-29.4368
252,42,3,2,6,1499.95,5,0.0,449.985
80,11,0,1,2,13.568,4,0.2,3.2224
194,15,2,0,5,2573.82,9,0.0,746.4078
194,15,2,1,3,609.98,2,0.0,274.491
194,15,2,1,2,5.48,2,0.0,1.4796
194,15,2,2,13,391.98,2,0.0,113.6742
194,15,2,2,13,755.96,4,0.0,204.1092
194,15,2,1,8,31.12,4,0.0,0.3112
194,15,2,1,12,6.54,1,0.0,3.0084
208,3,3,1,7,12.78,1,0.0,5.751
329,30,1,1,3,18.464,4,0.2,6.924
374,36,1,0,5,445.802,7,0.3,-108.2662
148,32,0,1,2,2.48,1,0.0,0.868
148,32,0,1,3,25.9,5,0.0,12.691
124,27,1,1,12,29.9,5,0.0,14.651
124,27,1,2,0,2249.91,9,0.0,517.4793
124,27,1,0,16,1053.164,4,0.3,-105.3164
437,3,3,1,12,12.96,2,0.0,6.2208
266,3,3,0,9,106.68,6,0.0,33.0708
495,30,1,2,13,119.94,6,0.0,5.997
207,41,0,1,12,10.272,3,0.2,3.21
207,41,0,0,16,512.19,5,0.3,-65.853
207,41,0,1,1,1.556,2,0.8,-4.2012
517,3,3,1,3,4.448,2,0.2,1.4456
517,3,3,0,9,276.69,3,0.0,49.8042
517,3,3,1,8,4.96,4,0.0,2.3312
517,3,3,1,2,71.92,4,0.0,20.8568
517,3,3,0,9,18.84,3,0.0,7.9128
517,3,3,2,0,140.97,3,0.0,19.7358
517,3,3,2,13,470.376,3,0.2,52.9173
266,3,3,1,2,6.08,2,0.0,2.0672
266,3,3,2,13,164.792,1,0.2,18.5391
22,28,1,1,7,23.36,2,0.0,11.68
457,11,0,1,3,12.176,4,0.8,-18.8728
438,3,3,2,13,46.384,2,0.2,5.2182
438,3,3,1,14,362.92,2,0.0,105.2468
94,33,1,1,12,9.248,2,0.2,3.3524
94,33,1,2,13,1889.946,9,0.4,-377.9892
94,33,1,1,14,62.04,5,0.2,4.653
94,33,1,0,9,396.92,5,0.2,148.845
94,33,1,1,14,239.456,7,0.2,17.9592
94,33,1,1,2,13.12,5,0.2,2.132
407,15,2,1,3,29.36,2,0.0,13.5056
407,15,2,1,1,214.9,5,0.0,62.321
407,15,2,1,3,15.92,4,0.0,7.4824
407,15,2,2,0,146.45,5,0.0,48.3285
407,15,2,1,14,15.14,1,0.0,0.6056
407,15,2,1,10,5.76,2,0.0,2.6496
407,15,2,2,6,1399.98,2,0.0,629.991
241,33,1,1,3,8.952,2,0.7,-7.46
241,33,1,1,3,8.856,6,0.7,-6.4944
241,33,1,0,5,85.246,2,0.3,-1.2178
181,35,3,1,7,21.728,7,0.2,7.6048
181,35,3,0,5,1487.04,5,0.2,148.704
438,3,3,1,7,71.88,6,0.0,33.0648
438,3,3,0,9,9.24,3,0.0,2.9568
438,3,3,1,12,35.88,6,0.0,16.146
438,3,3,1,3,17.04,3,0.2,5.538
438,3,3,1,3,931.176,3,0.2,314.2719
263,4,3,0,9,266.352,3,0.2,-13.3176
263,4,3,0,5,483.136,4,0.2,54.3528
179,31,2,0,5,196.784,2,0.2,-22.1382
179,31,2,0,4,231.92,5,0.2,5.798
266,3,3,1,15,29.7,3,0.0,8.019
207,41,0,0,9,13.592,2,0.6,-14.2716
438,3,3,1,12,70.88,2,0.0,33.3136
120,4,3,1,14,114.288,1,0.2,12.8574
120,4,3,1,3,36.624,8,0.7,-24.416
120,4,3,0,4,242.352,8,0.7,-363.528
120,4,3,2,13,49.616,2,0.2,4.9616
120,4,3,0,9,508.704,6,0.2,0.0
120,4,3,2,13,57.36,6,0.2,-14.34
120,4,3,0,5,906.68,5,0.2,68.001
209,41,0,2,13,719.952,6,0.2,71.9952
209,41,0,2,13,755.944,7,0.2,66.1451
209,41,0,1,3,11.98,5,0.8,-19.168
209,41,0,1,3,0.898,1,0.8,-1.5715
207,41,0,0,9,21.204,3,0.6,-11.6622
329,30,1,1,7,34.74,3,0.0,17.37
329,30,1,2,13,833.94,6,0.0,216.8244
329,30,1,1,3,12.96,3,0.2,4.536
329,30,1,1,12,25.92,4,0.0,12.4416
374,36,1,0,4,349.965,7,0.5,-216.9783
374,36,1,1,2,22.32,5,0.2,5.301
94,12,0,1,12,158.28,6,0.0,72.8088
94,12,0,1,3,497.94,3,0.0,224.073
262,30,1,1,1,533.94,3,0.0,154.8426
262,30,1,1,12,167.94,3,0.0,82.2906
262,30,1,0,9,31.68,6,0.0,9.8208
241,36,1,0,5,170.786,1,0.3,0.0
80,11,0,0,4,198.744,4,0.3,0.0
120,4,3,2,0,63.824,2,0.2,13.5626
452,45,3,0,5,435.168,4,0.2,-59.8356
452,45,3,0,4,48.58,1,0.0,7.7728
207,41,0,2,0,47.976,3,0.2,8.3958
207,41,0,1,12,20.736,4,0.2,7.2576
266,3,3,1,2,26.46,9,0.0,11.907
266,3,3,1,12,49.12,4,0.0,23.0864
266,3,3,1,8,15.0,3,0.0,7.2
331,44,2,1,14,194.7,5,0.0,9.735
331,44,2,0,16,591.32,4,0.0,112.3508
331,44,2,1,2,2.84,1,0.0,0.8804
266,3,3,1,14,221.96,2,0.0,4.4392
266,3,3,2,0,236.0,4,0.0,40.12
452,45,3,2,0,41.94,2,0.0,15.0984
452,45,3,2,13,52.792,1,0.2,4.6193
348,25,0,0,5,563.94,3,0.0,112.788
314,28,1,1,1,2625.12,8,0.0,735.0336
314,28,1,1,2,17.94,3,0.0,4.485
374,36,1,1,14,422.856,3,0.2,15.8571
329,30,1,0,5,127.764,2,0.1,2.8392
464,44,2,2,13,3499.93,7,0.0,909.9818
464,44,2,1,10,14.4,5,0.0,6.624
464,44,2,1,12,122.97,3,0.0,60.2553
464,44,2,1,2,9.32,4,0.0,2.7028
464,44,2,1,3,122.94,3,0.0,59.0112
418,3,3,0,9,17.31,3,0.0,5.193
413,11,0,1,2,128.744,7,0.2,12.8744
374,36,1,0,9,58.248,9,0.2,11.6496
374,36,1,0,5,71.246,2,0.3,-19.3382
374,36,1,1,2,7.872,3,0.2,0.5904
374,36,1,0,5,887.271,3,0.3,-63.3765
123,20,0,1,3,146.86,7,0.0,70.4928
123,20,0,1,3,36.56,4,0.0,18.28
266,3,3,2,13,225.576,3,0.2,22.5576
464,35,3,1,2,5.248,2,0.2,0.4592
464,35,3,1,2,38.256,3,0.2,4.782
464,35,3,1,12,40.24,5,0.2,13.078
464,35,3,2,11,29.925,5,0.7,-21.945
464,35,3,1,12,148.704,6,0.2,46.47
464,35,3,2,0,55.92,10,0.2,16.776
390,37,1,1,12,12.96,2,0.0,6.2208
80,11,0,0,9,25.176,3,0.6,-33.3582
80,11,0,0,9,5.584,2,0.6,-1.6752
80,11,0,1,14,1297.368,9,0.2,97.3026
109,41,0,1,14,264.32,2,0.2,19.824
438,3,3,1,12,25.92,4,0.0,12.4416
438,3,3,1,2,22.96,7,0.0,6.6584
312,3,3,1,12,19.44,3,0.0,9.3312
162,14,0,1,12,9.54,2,0.0,4.293
162,14,0,1,8,5.81,1,0.0,1.8011
162,14,0,1,2,5.76,2,0.0,1.728
329,30,1,0,9,14.91,3,0.0,4.6221
353,8,2,1,3,6.642,9,0.7,-4.428
508,30,1,1,12,18.54,2,0.0,8.7138
508,30,1,1,3,679.96,5,0.2,220.987
266,3,3,0,16,189.576,1,0.2,9.4788
266,3,3,2,13,71.96,5,0.2,7.196
266,3,3,2,13,539.92,5,0.2,47.243
266,3,3,0,5,725.344,4,0.2,54.4008
266,3,3,1,2,7.44,3,0.0,2.604
330,6,1,1,1,39.48,1,0.0,11.0544
123,20,0,1,1,850.5,5,0.1,245.7
123,20,0,0,9,75.33,9,0.0,19.5858
375,1,3,1,1,325.632,6,0.2,28.4928
375,1,3,2,0,23.344,2,0.2,-1.459
375,1,3,1,10,16.52,5,0.2,5.369
54,41,0,1,7,335.72,5,0.2,113.3055
54,41,0,2,13,251.944,7,0.2,88.1804
54,41,0,0,5,127.302,7,0.3,-9.093
267,15,2,0,5,1207.84,8,0.0,314.0384
267,15,2,1,3,12.53,1,0.0,5.8891
267,15,2,1,2,34.58,1,0.0,10.0282
267,15,2,0,5,300.98,1,0.0,87.2842
267,15,2,0,5,258.75,3,0.0,77.625
330,6,1,1,2,59.52,3,0.0,15.4752
330,6,1,1,7,57.96,7,0.0,27.2412
330,6,1,0,4,441.96,2,0.0,101.6508
330,6,1,1,12,68.04,6,0.0,33.3396
392,4,3,2,11,703.71,6,0.7,-938.28
392,4,3,1,3,17.904,4,0.7,-14.92
392,4,3,1,3,11.976,4,0.7,-9.1816
392,4,3,2,0,67.96,5,0.2,0.8495
266,3,3,0,5,892.224,3,0.2,89.2224
179,31,2,2,11,1299.99,2,0.5,-571.9956
438,3,3,1,3,4.544,2,0.2,1.6472
438,3,3,0,5,1352.032,4,0.2,84.502
281,33,1,0,16,1548.99,9,0.4,-464.697
281,33,1,1,7,19.872,3,0.2,6.7068
109,41,0,2,0,119.448,3,0.2,-13.4379
109,41,0,1,14,118.16,2,0.2,-25.109
209,0,2,1,2,19.56,4,0.0,5.4768
245,26,3,0,9,80.96,4,0.0,29.1456
245,26,3,1,12,25.92,4,0.0,12.4416
266,3,3,1,1,106.96,2,0.0,31.0184
266,3,3,0,9,187.76,4,0.0,76.9816
240,33,1,1,3,76.776,4,0.7,-53.7432
158,25,0,1,3,53.9,5,0.0,25.872
209,41,0,0,9,76.728,3,0.6,-53.7096
209,41,0,1,3,10.43,7,0.8,-18.2525
266,3,3,1,2,99.2,5,0.0,25.792
19,31,2,1,2,15.92,5,0.2,2.786
45,16,2,0,9,129.92,4,0.0,10.3936
390,37,1,1,3,30.4,1,0.0,13.984
390,37,1,2,6,5399.91,9,0.0,2591.9568
390,37,1,1,14,119.1,3,0.0,34.539
146,19,1,1,12,40.08,6,0.0,19.2384
146,19,1,1,12,59.94,3,0.0,28.1718
146,19,1,2,0,259.98,2,0.0,88.3932
146,19,1,0,4,170.98,1,0.0,32.4862
146,19,1,0,9,38.97,3,0.0,4.6764
146,19,1,1,12,154.9,5,0.0,69.705
146,19,1,0,16,446.068,4,0.3,0.0
395,3,3,1,1,152.94,3,0.0,41.2938
74,31,2,2,0,23.472,3,0.2,4.9878
390,37,1,1,12,195.64,4,0.0,91.9508
390,37,1,1,12,14.94,3,0.0,7.0218
390,37,1,2,0,1687.8,4,0.0,742.632
390,37,1,0,4,341.96,2,0.0,78.6508
390,37,1,0,5,605.88,6,0.0,151.47
297,20,0,1,1,186.732,1,0.1,41.496
297,20,0,1,3,3812.97,3,0.0,1906.485
410,30,1,1,3,26.424,9,0.2,9.5787
410,30,1,2,13,625.99,1,0.0,187.797
215,20,0,0,16,1568.61,9,0.0,329.4081
215,20,0,1,3,17.3,1,0.0,8.304
215,20,0,2,0,160.0,8,0.0,62.4
467,44,2,1,1,179.94,3,0.0,50.3832
467,44,2,0,16,872.94,3,0.0,157.1292
467,44,2,1,12,12.96,2,0.0,6.2208
49,3,3,1,10,88.8,6,0.0,44.4
49,3,3,2,13,319.968,4,0.2,35.9964
452,45,3,0,5,167.888,7,0.2,14.6902
207,41,0,1,12,163.96,5,0.2,59.4355
207,41,0,1,3,5.232,4,0.8,-8.1096
247,19,1,2,6,1199.98,2,0.0,467.9922
247,19,1,1,14,73.85,1,0.0,2.2155
247,19,1,1,15,25.71,3,0.0,6.6846
247,19,1,1,8,17.28,6,0.0,8.1216
247,19,1,0,16,526.582,2,0.3,-52.6582
123,20,0,1,12,11.56,2,0.0,5.6644
123,20,0,2,13,209.97,3,0.0,58.7916
123,20,0,0,16,447.84,4,0.0,98.5248
123,20,0,2,0,479.97,3,0.0,163.1898
123,20,0,1,2,8.64,3,0.0,2.5056
351,42,3,1,2,11.68,2,0.0,4.2048
374,36,1,2,0,40.776,3,0.2,0.5097
374,36,1,1,3,13.698,3,0.7,-9.5886
293,1,3,2,13,87.8,5,0.2,32.925
150,31,2,0,9,77.952,3,0.2,15.5904
150,31,2,1,14,147.184,2,0.2,-29.4368
150,31,2,1,12,47.952,3,0.2,16.1838
266,3,3,1,1,250.26,6,0.0,72.5754
374,36,1,2,0,40.776,3,0.2,0.5097
92,4,3,1,12,29.6,5,0.2,9.25
92,4,3,1,3,1.938,2,0.7,-1.3566
266,3,3,2,0,159.96,4,0.0,51.1872
329,30,1,1,2,59.52,3,0.0,15.4752
329,30,1,1,7,17.48,2,0.0,8.2156
329,30,1,1,3,13.168,2,0.2,4.6088
438,3,3,1,1,40.74,3,0.0,12.222
25,41,0,0,5,179.886,1,0.3,-2.5698
86,33,1,1,1,286.256,1,0.2,17.891
86,33,1,1,14,24.224,2,0.2,-4.8448
86,33,1,1,14,331.536,3,0.2,-82.884
329,30,1,1,2,17.52,3,0.0,6.3072
137,41,0,1,2,17.856,4,0.2,4.2408
471,8,2,2,0,431.976,3,0.2,-75.5958
452,45,3,0,5,291.136,4,0.2,-25.4744
109,41,0,1,7,114.848,4,0.2,35.89
207,41,0,1,12,10.688,2,0.2,3.7408
464,33,1,1,12,15.232,4,0.2,5.5216
452,45,3,1,2,12.42,3,0.0,5.2164
452,45,3,1,12,19.44,3,0.0,9.3312
329,30,1,1,3,70.368,4,0.2,26.388
74,31,2,1,2,12.672,9,0.2,1.4256
28,18,1,2,13,89.95,5,0.0,43.176
438,3,3,1,12,6.58,2,0.0,3.0268
438,3,3,2,0,94.99,1,0.0,28.497
489,1,3,2,13,35.12,2,0.2,13.17
266,3,3,1,12,25.92,4,0.0,12.4416
506,5,1,1,3,7.96,2,0.0,3.7412
506,5,1,2,13,566.97,3,0.0,153.0819
506,5,1,1,2,9.84,3,0.0,2.8536
80,11,0,2,0,25.488,2,0.2,4.779
262,30,1,1,8,7.56,6,0.0,0.3024
16,44,2,0,9,60.84,3,0.0,19.4688
16,44,2,1,14,450.04,2,0.0,58.5052
16,44,2,1,3,34.6,2,0.0,16.608
16,44,2,2,13,467.97,3,0.0,140.391
16,44,2,1,3,33.02,2,0.0,15.8496
216,31,2,0,9,17.088,2,0.2,1.068
94,33,1,1,2,3.008,2,0.2,0.3384
74,31,2,1,12,268.24,7,0.2,93.884
74,31,2,2,0,431.16,5,0.2,107.79
56,30,1,2,13,43.6,4,0.0,12.208
56,30,1,0,9,154.95,3,0.0,30.99
207,41,0,1,12,15.552,3,0.2,5.4432
289,40,2,1,12,42.208,2,0.2,13.7176
379,41,0,1,12,10.368,2,0.2,3.6288
430,35,3,1,2,2.224,1,0.2,0.556
94,9,2,1,7,74.52,9,0.0,35.0244
93,18,1,1,2,17.52,3,0.0,5.256
93,18,1,0,5,1779.9,5,0.0,373.779
93,18,1,1,2,219.9,5,0.0,59.373
389,35,3,1,2,7.152,3,0.2,0.7152
471,8,2,1,12,26.72,5,0.2,9.352
409,3,3,2,13,1039.728,2,0.2,90.9762
409,3,3,1,1,45.96,2,0.0,13.788
241,33,1,1,3,456.588,2,0.7,-304.392
241,33,1,2,11,4499.985,5,0.7,-6599.978
241,33,1,2,0,59.976,3,0.2,11.9952
438,3,3,1,7,6.12,3,0.0,2.8764
312,3,3,1,1,10.98,1,0.0,2.9646
312,3,3,1,8,7.86,3,0.0,3.6156
312,3,3,1,14,51.45,3,0.0,13.8915
312,3,3,1,3,37.056,3,0.2,13.896
77,44,2,1,1,203.92,4,0.0,55.0584
77,44,2,2,13,29.56,4,0.0,7.9812
80,11,0,1,3,8.568,3,0.8,-14.5656
74,31,2,1,14,45.248,2,0.2,3.9592
74,31,2,0,16,876.3,10,0.4,-292.1
74,31,2,1,15,185.376,2,0.2,-34.758
329,30,1,1,10,25.06,2,0.0,11.7782
80,11,0,1,3,2.89,1,0.8,-4.7685
80,11,0,1,8,7.896,3,0.2,2.4675
80,11,0,0,9,22.608,3,0.6,-10.1736
80,11,0,1,12,30.528,8,0.2,9.54
374,36,1,1,3,4.842,3,0.7,-3.3894
80,11,0,1,3,1.8,5,0.8,-2.88
109,41,0,2,0,39.984,2,0.2,-1.4994
245,26,3,1,12,32.4,5,0.0,15.876
245,26,3,1,12,97.88,2,0.0,48.94
8,41,0,2,13,307.168,4,0.2,30.7168
296,5,1,1,3,26.9,5,0.0,13.181
329,30,1,1,7,47.01,3,0.0,22.0947
329,30,1,2,13,469.99,1,0.0,136.2971
329,30,1,0,5,207.846,3,0.1,2.3094
374,36,1,1,14,324.744,3,0.2,-77.1267
159,3,3,0,9,40.48,2,0.0,14.5728
156,40,2,1,10,12.0,4,0.2,4.2
156,40,2,1,14,720.064,4,0.2,-63.0056
156,40,2,1,14,25.424,1,0.2,-4.767
156,40,2,1,2,2.816,2,0.2,0.3168
156,40,2,1,3,3.204,2,0.7,-2.5632
394,31,2,1,3,30.828,7,0.7,-24.6624
394,31,2,1,2,47.616,3,0.2,5.952
394,31,2,2,13,108.784,2,0.2,10.8784
88,18,1,1,12,4.77,1,0.0,2.1465
88,18,1,1,2,7.98,3,0.0,2.0748
88,18,1,0,16,550.431,3,0.3,-47.1798
88,18,1,0,9,10.56,6,0.0,4.6464
266,3,3,0,4,1497.666,2,0.15,140.9568
266,3,3,2,13,17.52,2,0.2,-3.504
338,26,3,1,2,113.22,3,0.0,29.4372
338,26,3,1,12,35.88,6,0.0,17.5812
338,26,3,1,3,4535.976,3,0.2,1644.2913
438,3,3,1,8,11.84,8,0.0,5.6832
107,37,1,1,14,592.74,6,0.0,160.0398
215,40,2,1,14,111.672,9,0.2,6.9795
330,6,1,1,2,8.64,3,0.0,2.5056
330,6,1,2,0,149.97,3,0.0,52.4895
266,3,3,0,5,232.88,5,0.2,17.466
416,30,1,0,5,90.882,1,0.1,15.147
80,11,0,2,13,508.768,4,0.2,38.1576
80,11,0,1,7,9.912,3,0.2,3.2214
437,3,3,0,5,63.936,3,0.2,6.3936
437,3,3,1,2,59.52,3,0.0,15.4752
437,3,3,2,13,311.976,3,0.2,38.997
437,3,3,1,3,50.352,3,0.2,17.6232
207,41,0,2,13,19.136,2,0.2,1.9136
514,8,2,1,2,13.12,5,0.2,2.132
266,3,3,0,16,241.568,2,0.2,-15.098
266,3,3,2,13,479.92,2,0.2,41.993
452,45,3,0,5,307.136,4,0.2,-11.5176
452,45,3,1,10,12.6,2,0.0,5.796
452,45,3,2,0,159.98,2,0.0,57.5928
121,13,0,1,7,6.12,3,0.0,2.8764
121,13,0,0,16,1184.72,4,0.0,106.6248
329,30,1,1,1,45.96,2,0.0,13.788
16,44,2,1,3,58.05,3,0.0,26.703
16,44,2,1,12,71.28,11,0.0,34.2144
373,41,0,0,16,124.404,4,0.3,-21.3264
16,44,2,1,12,154.9,5,0.0,69.705
16,44,2,2,13,1871.88,12,0.0,561.564
207,41,0,0,9,16.192,2,0.6,-6.8816
214,41,0,1,14,18.936,3,0.2,-3.7872
214,41,0,1,14,12.672,3,0.2,-3.168
214,41,0,1,10,5.04,2,0.2,1.764
80,11,0,1,12,8.448,2,0.2,2.9568
80,11,0,1,1,20.388,2,0.8,-53.0088
266,3,3,1,12,9.96,2,0.0,4.8804
191,22,2,1,1,320.64,4,0.0,89.7792
191,22,2,2,0,52.0,4,0.0,23.4
329,30,1,1,3,25.584,2,0.2,8.9544
329,30,1,2,13,464.0,5,0.0,134.56
329,30,1,1,1,235.95,3,0.0,77.8635
329,30,1,1,12,39.96,4,0.0,17.982
108,33,1,1,3,18.528,4,0.7,-12.352
452,45,3,2,0,17.9,2,0.0,3.401
452,45,3,1,14,81.96,2,0.0,0.0
293,1,3,1,14,272.736,3,0.2,-64.7748
293,1,3,1,12,18.496,4,0.2,6.7048
293,1,3,0,5,441.92,2,0.2,49.716
293,1,3,0,4,127.764,6,0.7,-191.646
432,42,3,1,12,166.44,3,0.0,79.8912
266,3,3,1,12,13.38,2,0.0,6.1548
216,31,2,2,0,24.0,2,0.2,-2.7
240,33,1,1,7,24.448,4,0.2,8.8624
237,3,3,1,10,6.16,2,0.0,2.9568
